Date,Close,Close_Forecast
2002-09-10,8871.0,8885.883
2002-09-11,8893.0,8885.206
2002-09-12,8919.5,8886.647
2002-09-13,8975.0,8889.408
2002-09-16,9050.0,8894.317
2002-09-17,9060.0,8904.899
2002-09-18,9000.0,8919.662
2002-09-19,9025.0,8933.114
2002-09-20,9032.5,8943.831
2002-09-30,8994.0,8953.619
2002-10-01,9000.0,8963.095
2002-10-02,9007.0,8970.938
2002-10-03,9014.5,8974.469
2002-10-04,9014.5,8979.815
2002-10-07,9015.0,8986.135
2002-10-08,9005.0,8990.002
2002-10-09,8996.5,8993.453
2002-10-10,9010.0,8996.217
2002-10-11,9007.0,8998.181
2002-10-14,9345.0,8998.996
2002-10-15,9290.0,9021.114
2002-10-16,9194.0,9044.646
2002-10-17,9175.0,9064.494
2002-10-18,9214.0,9078.4375
2002-10-21,9193.0,9095.092
2002-10-22,9200.0,9107.388
2002-10-23,9215.0,9119.062
2002-10-24,9215.0,9130.029
2002-10-25,9240.0,9142.813
2002-10-28,9224.0,9155.466
2002-10-29,9250.0,9166.942
2002-10-30,9227.0,9177.945
2002-10-31,9230.0,9185.94
2002-11-01,9225.0,9194.6
2002-11-04,9211.5,9201.056
2002-11-05,9205.0,9205.469
2002-11-06,9211.0,9209.086
2002-11-07,9205.0,9212.85
2002-11-08,9193.0,9214.946
2002-11-11,9147.0,9214.831
2002-11-12,9075.0,9211.632
2002-11-13,9047.0,9200.474
2002-11-14,9022.5,9186.033
2002-11-15,9027.0,9168.682
2002-11-18,8995.0,9151.464
2002-11-19,8965.0,9134.415
2002-11-20,8967.5,9116.644
2002-11-21,9020.0,9098.7295
2002-11-22,8985.0,9084.638
2002-11-25,8975.0,9072.014
2002-11-26,8987.5,9058.6455
2002-11-27,8935.0,9046.967
2002-11-28,8982.5,9034.353
2002-11-29,8977.5,9024.621
2002-12-02,8977.5,9016.471
2002-12-03,8980.0,9008.977
2002-12-04,8990.0,9004.75
2002-12-05,8990.0,9001.726
2002-12-06,8990.0,8999.644
2002-12-09,8977.5,8997.855
2002-12-11,8885.0,8995.78
2002-12-12,8867.5,8993.373
2002-12-13,8875.0,8982.6
2002-12-16,8815.0,8971.577
2002-12-17,8880.0,8958.793
2002-12-18,8890.0,8950.739
2002-12-19,8895.0,8944.329
2002-12-20,8888.0,8940.617
2002-12-23,8895.0,8937.524
2002-12-24,8890.0,8934.826
2002-12-27,8917.5,8932.705
2002-12-30,8950.0,8930.932
2002-12-31,8950.0,8932.112
2003-01-02,8920.0,8934.033
2003-01-03,8927.5,8934.416
2003-01-06,8934.5,8934.744
2003-01-07,8925.0,8935.373
2003-01-08,8930.0,8935.306
2003-01-09,8932.5,8935.685
2003-01-10,8917.5,8936.292
2003-01-13,8880.0,8936.258
2003-01-14,8872.5,8933.346
2003-01-15,8865.0,8929.072
2003-01-16,8860.0,8924.606
2003-01-17,8870.0,8920.013
2003-01-20,8875.0,8915.882
2003-01-21,8880.0,8911.285
2003-01-22,8855.0,8908.049
2003-01-23,8886.5,8904.306
2003-01-24,8892.5,8902.996
2003-01-27,8892.5,8901.3955
2003-01-28,8855.0,8900.903
2003-01-29,8850.0,8898.7705
2003-01-30,8870.0,8894.719
2003-01-31,8870.0,8893.254
2003-02-03,8876.0,8890.959
2003-02-04,8870.0,8889.417
2003-02-05,8867.0,8888.304
2003-02-06,8869.0,8887.431
2003-02-07,8868.5,8886.713
2003-02-10,8865.0,8885.719
2003-02-11,8965.0,8884.629
2003-02-13,8945.0,8888.146
2003-02-14,8920.0,8893.719
2003-02-17,8905.0,8898.165
2003-02-18,8877.5,8900.705
2003-02-19,8880.0,8902.342
2003-02-20,8845.0,8902.263
2003-02-21,8915.5,8899.361
2003-02-24,8895.0,8899.665
2003-02-25,8887.5,8900.374
2003-02-26,8887.5,8900.239
2003-02-27,8897.5,8900.767
2003-02-28,8883.5,8901.448
2003-03-03,8883.5,8901.342
2003-03-04,8830.0,8900.595
2003-03-05,8845.0,8897.18
2003-03-06,8866.0,8893.313
2003-03-07,8885.0,8890.381
2003-03-10,8883.0,8889.123
2003-03-11,8882.5,8888.148
2003-03-12,8892.5,8887.662
2003-03-13,8905.0,8888.067
2003-03-14,8917.5,8889.813
2003-03-17,8970.0,8891.963
2003-03-18,9040.0,8897.489
2003-03-19,9087.5,8907.885
2003-03-20,9020.0,8922.891
2003-03-21,8972.5,8934.625
2003-03-24,8950.0,8941.646
2003-03-25,8952.5,8946.518
2003-03-26,8915.0,8949.577
2003-03-27,8900.0,8949.6045
2003-03-28,8912.5,8946.695
2003-03-31,8901.5,8944.851
2003-04-01,8885.0,8942.708
2003-04-02,8884.0,8939.04
2003-04-03,8894.5,8935.0205
2003-04-04,8892.5,8932.067
2003-04-07,8884.0,8929.212
2003-04-08,8877.5,8925.681
2003-04-09,8864.5,8921.319
2003-04-10,8853.0,8916.047
2003-04-11,8877.5,8911.71
2003-04-14,8854.5,8906.635
2003-04-15,8842.5,8901.28
2003-04-16,8807.5,8895.89
2003-04-17,8725.0,8888.825
2003-04-21,8680.0,8876.906
2003-04-22,8740.0,8860.618
2003-04-23,8775.0,8848.466
2003-04-24,8727.5,8839.088
2003-04-25,8740.0,8829.186
2003-04-28,8738.0,8820.591
2003-04-29,8707.5,8813.559
2003-05-01,8675.0,8805.526
2003-12-01,8498.400390625,8796.462
2003-12-02,8486.099609375,8776.023
2003-12-03,8467.900390625,8754.517
2003-12-04,8492.5,8734.041
2003-12-05,8469.099609375,8715.061
2003-12-08,8492.7001953125,8696.316
2003-12-09,8474.2998046875,8680.659
2003-12-10,8502.2001953125,8668.8545
2003-12-11,8442.2001953125,8659.566
2003-12-12,8471.400390625,8648.696
2003-12-15,8461.2001953125,8639.686
2003-12-16,8479.2998046875,8630.992
2003-12-17,8478.7001953125,8622.416
2003-12-18,8459.900390625,8613.01
2003-12-19,8488.599609375,8604.408
2003-12-22,8498.2998046875,8598.071
2003-12-23,8497.400390625,8594.034
2003-12-24,8501.2001953125,8590.669
2003-12-25,8493.7001953125,8588.767
2003-12-26,8497.900390625,8587.258
2003-12-29,8463.0,8585.83
2003-12-30,8453.7998046875,8582.872
2003-12-31,8404.2998046875,8579.657
2004-01-01,8336.7998046875,8573.637
2004-01-02,8445.400390625,8564.908
2004-01-05,8369.7998046875,8560.633
2004-01-06,8361.7998046875,8555.368
2004-01-07,8369.2998046875,8549.557
2004-01-08,8338.0,8544.703
2004-01-09,8319.099609375,8540.079
2004-01-12,8340.0,8533.702
2004-01-13,8289.599609375,8528.688
2004-01-14,8380.7998046875,8522.332
2004-01-15,8360.400390625,8516.377
2004-01-16,8349.7001953125,8512.202
2004-01-19,8391.599609375,8511.043
2004-01-20,8392.7001953125,8509.462
2004-01-21,8372.7998046875,8506.178
2004-01-22,8398.2998046875,8504.81
2004-01-23,8417.0,8503.177
2004-01-26,8503.400390625,8501.54
2004-01-27,8426.7001953125,8501.857
2004-01-28,8535.7998046875,8497.372
2004-01-29,8413.400390625,8500.636
2004-01-30,8442.400390625,8502.225
2004-02-02,8452.2998046875,8504.664
2004-02-03,8460.7998046875,8505.91
2004-02-04,8449.400390625,8508.289
2004-02-05,8470.900390625,8509.032
2004-02-06,8451.400390625,8512.168
2004-02-09,8427.7001953125,8513.836
2004-02-10,8416.5,8515.342
2004-02-11,8407.2998046875,8514.957
2004-02-12,8398.400390625,8514.348
2004-02-13,8410.900390625,8512.711
2004-02-16,8391.2001953125,8510.846
2004-02-17,8391.900390625,8509.13
2004-02-18,8449.099609375,8507.999
2004-02-19,8394.7001953125,8507.737
2004-02-20,8451.7998046875,8507.038
2004-02-23,8438.0,8506.434
2004-02-24,8457.599609375,8506.334
2004-02-25,8439.400390625,8505.472
2004-02-26,8466.7001953125,8505.417
2004-02-27,8412.7998046875,8505.977
2004-03-01,8451.5,8505.139
2004-03-02,8521.5,8506.818
2004-03-03,8495.7001953125,8509.22
2004-03-04,8563.7001953125,8512.359
2004-03-05,8622.099609375,8518.517
2004-03-08,8543.7001953125,8527.293
2004-03-09,8620.2998046875,8534.153
2004-03-10,8575.099609375,8543.836
2004-03-11,8567.0,8551.082
2004-03-12,8633.0,8558.531
2004-03-15,8614.900390625,8566.383
2004-03-16,8620.5,8573.252
2004-03-17,8645.900390625,8582.15
2004-03-18,8533.2001953125,8590.708
2004-03-19,8616.2998046875,8593.9
2004-03-22,8561.5,8599.483
2004-03-23,8562.900390625,8602.022
2004-03-24,8707.2001953125,8604.2
2004-03-25,8711.7998046875,8610.936
2004-03-26,8717.599609375,8621.571
2004-03-29,8688.2001953125,8630.151
2004-03-30,8676.099609375,8639.104
2004-03-31,8585.5,8645.684
2004-04-01,8549.400390625,8646.728
2004-04-02,8716.099609375,8643.393
2004-04-05,8799.2001953125,8647.075
2004-04-06,8714.0,8656.131
2004-04-07,8584.0,8662.917
2004-04-08,8597.599609375,8662.331
2004-04-09,8591.900390625,8660.316
2004-04-12,8601.7998046875,8657.464
2004-04-13,8593.2001953125,8655.05
2004-04-14,8610.7001953125,8651.372
2004-04-15,8623.099609375,8649.968
2004-04-16,8609.7998046875,8650.454
2004-04-19,8606.7998046875,8649.459
2004-04-20,8660.7001953125,8648.59
2004-04-21,8676.599609375,8649.565
2004-04-22,8624.900390625,8653.177
2004-04-23,8608.5,8654.295
2004-04-26,8611.599609375,8654.237
2004-04-27,8625.2998046875,8652.349
2004-04-28,8681.7001953125,8652.042
2004-04-29,8694.900390625,8655.658
2004-04-30,8665.5,8659.328
2004-05-03,8700.400390625,8664.108
2004-05-04,8698.099609375,8669.529
2004-05-05,8690.7001953125,8673.076
2004-05-06,8702.400390625,8678.564
2004-05-07,8803.2001953125,8681.951
2004-05-10,8980.400390625,8690.889
2004-05-11,8964.7998046875,8710.874
2004-05-12,8903.599609375,8731.249
2004-05-13,8994.900390625,8751.513
2004-05-14,9031.099609375,8774.957
2004-05-17,8989.900390625,8797.034
2004-05-18,9052.400390625,8818.232
2004-05-19,9046.599609375,8838.543
2004-05-20,9013.599609375,8859.168
2004-05-21,9042.2998046875,8878.961
2004-05-24,9114.5,8895.315
2004-05-25,9255.2998046875,8914.041
2004-05-26,9247.599609375,8944.215
2004-05-27,9248.099609375,8976.452
2004-05-28,9262.0,9004.9
2004-05-31,9256.900390625,9032.718
2004-06-01,9345.7998046875,9060.394
2004-06-02,9458.900390625,9088.906
2004-06-03,9442.5,9122.114
2004-06-04,9455.7998046875,9155.795
2004-06-07,9293.599609375,9191.355
2004-06-08,9241.5,9213.269
2004-06-09,9282.7001953125,9224.593
2004-06-10,9348.7001953125,9234.204
2004-06-11,9370.7998046875,9247.51
2004-06-14,9373.599609375,9262.938
2004-06-15,9388.099609375,9277.798
2004-06-16,9412.599609375,9293.216
2004-06-17,9407.599609375,9309.611
2004-06-18,9388.5,9323.731
2004-06-21,9379.900390625,9334.424
2004-06-22,9380.7001953125,9344.219
2004-06-23,9419.599609375,9353.566
2004-06-24,9397.5,9363.538
2004-06-25,9379.900390625,9371.285
2004-06-28,9420.0,9375.872
2004-06-29,9398.0,9380.481
2004-06-30,9409.099609375,9384.379
2004-07-01,9302.5,9388.168
2004-07-02,9121.7998046875,9384.107
2004-07-05,9139.099609375,9362.872
2004-07-06,9000.7001953125,9338.819
2004-07-07,8993.5,9304.726
2004-07-08,8977.099609375,9265.902
2004-07-09,8880.7001953125,9227.496
2004-07-12,8791.5,9187.204
2004-07-13,8929.7001953125,9141.766
2004-07-14,8964.0,9104.563
2004-07-15,8962.0,9079.943
2004-07-16,8901.7001953125,9058.881
2004-07-19,8950.400390625,9036.842
2004-07-20,8975.7998046875,9021.195
2004-07-21,9000.2998046875,9011.844
2004-07-22,9037.599609375,9006.475
2004-07-23,9083.0,9002.317
2004-07-26,9133.5,9003.131
2004-07-27,9066.7998046875,9011.127
2004-07-28,9115.5,9017.065
2004-07-29,9173.5,9025.528
2004-07-30,9141.5,9039.229
2004-08-02,9141.400390625,9050.741
2004-08-03,9168.099609375,9062.979
2004-08-04,9194.2998046875,9072.751
2004-08-05,9178.7998046875,9086.953
2004-08-06,9140.400390625,9101.938
2004-08-09,9171.900390625,9113.112
2004-08-10,9200.5,9123.447
2004-08-11,9257.099609375,9135.138
2004-08-12,9248.2001953125,9150.41
2004-08-13,9238.2001953125,9165.979
2004-08-16,9278.900390625,9179.854
2004-08-17,9282.400390625,9195.148
2004-08-18,9254.599609375,9209.333
2004-08-19,9234.400390625,9220.052
2004-08-20,9211.5,9227.831
2004-08-23,9280.400390625,9231.437
2004-08-24,9253.5,9237.325
2004-08-25,9274.7001953125,9242.724
2004-08-26,9296.5,9247.102
2004-08-27,9308.2998046875,9254.029
2004-08-30,9329.900390625,9260.475
2004-08-31,9361.5,9266.844
2004-09-01,9307.0,9277.389
2004-09-02,9262.7001953125,9282.146
2004-09-03,9275.2001953125,9284.915
2004-09-06,9279.599609375,9286.982
2004-09-07,9273.7998046875,9286.75
2004-09-08,9280.7998046875,9284.982
2004-09-09,9241.2998046875,9285.934
2004-09-10,9266.5,9283.029
2004-09-13,9220.099609375,9280.487
2004-09-14,9102.400390625,9274.14
2004-09-15,9113.900390625,9260.523
2004-09-16,8993.400390625,9244.425
2004-09-17,9038.7998046875,9220.004
2004-09-20,9022.2998046875,9197.566
2004-09-21,8991.599609375,9175.971
2004-09-22,9149.5,9153.277
2004-09-23,9121.7001953125,9141.66
2004-09-24,9106.099609375,9135.838
2004-09-27,9168.400390625,9130.704
2004-09-28,9229.7998046875,9129.122
2004-09-29,9172.0,9134.442
2004-09-30,9147.0,9138.597
2004-10-01,9149.5,9139.788
2004-10-04,9089.599609375,9139.127
2004-10-05,9088.7998046875,9133.64
2004-10-06,9084.7998046875,9128.056
2004-10-07,9087.900390625,9122.111
2004-10-08,9083.7998046875,9118.035
2004-10-11,9074.099609375,9113.801
2004-10-12,9120.5,9109.628
2004-10-13,9121.7001953125,9110.209
2004-10-14,9098.2998046875,9111.457
2004-10-15,9080.400390625,9111.497
2004-10-18,9122.0,9110.5
2004-10-19,9068.900390625,9111.588
2004-10-20,9077.5,9110.888
2004-10-21,9093.7998046875,9108.642
2004-10-22,9044.0,9108.124
2004-10-25,9056.7998046875,9104.317
2004-10-26,9087.2998046875,9101.111
2004-10-27,9112.0,9100.315
2004-10-28,9100.0,9102.271
2004-10-29,9078.099609375,9103.061
2004-11-01,9086.2998046875,9101.453
2004-11-02,9090.900390625,9100.933
2004-11-03,9096.599609375,9100.463
2004-11-04,9067.2001953125,9099.573
2004-11-05,9055.099609375,9097.568
2004-11-08,8936.0,9093.3125
2004-11-09,8975.2998046875,9081.991
2004-11-10,9043.599609375,9070.029
2004-11-11,9057.400390625,9062.104
2004-11-12,8980.099609375,9059.957
2004-11-15,8992.7998046875,9052.387
2004-11-16,8984.2998046875,9047.756
2004-11-17,8986.2998046875,9041.599
2004-11-18,9010.900390625,9035.699
2004-11-19,8981.2998046875,9034.3545
2004-11-22,8997.099609375,9028.548
2004-11-23,8972.900390625,9024.783
2004-11-24,8962.2001953125,9021.246
2004-11-25,8943.7998046875,9016.362
2004-11-26,8992.0,9008.07
2004-11-29,9007.099609375,9003.83
2004-11-30,9018.2998046875,9003.093
2004-12-01,8991.099609375,9003.075
2004-12-02,9029.099609375,9003.058
2004-12-03,9009.900390625,9005.154
2004-12-06,9063.099609375,9006.933
2004-12-07,9083.7998046875,9011.259
2004-12-08,9149.2001953125,9018.165
2004-12-09,9159.2001953125,9030.86
2004-12-10,9254.2998046875,9044.668
2004-12-13,9266.0,9064.354
2004-12-14,9300.0,9086.129
2004-12-15,9236.7001953125,9110.592
2004-12-16,9263.7998046875,9128.427
2004-12-17,9269.5,9146.736
2004-12-20,9289.5,9164.944
2004-12-21,9314.2998046875,9182.125
2004-12-22,9313.2998046875,9200.626
2004-12-23,9266.900390625,9217.855
2004-12-24,9249.7998046875,9230.64
2004-12-27,9271.099609375,9239.593
2004-12-28,9328.0,9247.775
2004-12-29,9305.7001953125,9258.524
2004-12-30,9318.5,9267.546
2004-12-31,9359.0,9276.836
2005-01-03,9282.599609375,9287.747
2005-01-04,9286.400390625,9293.136
2005-01-05,9278.2001953125,9294.962
2005-01-06,9300.900390625,9297.595
2005-01-07,9289.0,9300.716
2005-01-10,9277.099609375,9302.203
2005-01-11,9271.099609375,9300.801
2005-01-12,9187.599609375,9299.442
2005-01-13,9133.2001953125,9290.841
2005-01-14,9156.599609375,9276.192
2005-01-17,9126.2001953125,9262.154
2005-01-18,9150.599609375,9245.592
2005-01-19,9161.2001953125,9231.812
2005-01-20,9147.7998046875,9220.136
2005-01-21,9143.2001953125,9208.725
2005-01-24,9142.900390625,9198.188
2005-01-25,9145.2998046875,9189.423
2005-01-26,9130.400390625,9181.082
2005-01-27,9144.7001953125,9172.641
2005-01-28,9143.599609375,9165.476
2005-01-31,9157.599609375,9160.561
2005-02-01,9230.0,9156.257
2005-02-02,9177.7998046875,9159.368
2005-02-03,9186.0,9160.975
2005-02-04,9187.2001953125,9163.369
2005-02-07,9212.5,9165.362
2005-02-08,9278.900390625,9170.643
2005-02-09,9273.900390625,9179.728
2005-02-10,9268.7998046875,9190.103
2005-02-11,9268.2001953125,9198.875
2005-02-14,9242.2001953125,9208.822
2005-02-15,9268.599609375,9215.479
2005-02-16,9286.2998046875,9222.739
2005-02-17,9280.900390625,9231.32
2005-02-18,9240.5,9239.052
2005-02-21,9262.5,9242.819
2005-02-22,9187.400390625,9247.4
2005-02-23,9199.2998046875,9246.43
2005-02-24,9246.0,9244.738
2005-02-25,9255.900390625,9244.784
2005-02-28,9258.2998046875,9247.314
2005-03-01,9286.2998046875,9250.968
2005-03-02,9269.900390625,9254.449
2005-03-03,9283.900390625,9258.538
2005-03-04,9333.5,9262.509
2005-03-07,9322.5,9269.87
2005-03-08,9376.7998046875,9276.677
2005-03-09,9328.900390625,9286.487
2005-03-10,9358.2001953125,9293.889
2005-03-11,9357.2001953125,9300.223
2005-03-14,9366.7998046875,9306.589
2005-03-15,9348.2001953125,9313.909
2005-03-16,9334.599609375,9319.165
2005-03-17,9360.0,9323.177
2005-03-18,9352.2001953125,9327.776
2005-03-21,9405.0,9331.53
2005-03-22,9394.2998046875,9338.658
2005-03-23,9406.0,9345.619
2005-03-24,9407.0,9353.39
2005-03-25,9405.2001953125,9360.869
2005-03-28,9445.0,9367.703
2005-03-29,9516.0,9376.384
2005-03-30,9506.0,9390.3
2005-03-31,9465.0,9405.867
2005-04-01,9462.0,9416.024
2005-04-04,9474.2998046875,9424.441
2005-04-05,9477.7998046875,9431.901
2005-04-06,9471.7001953125,9439.079
2005-04-07,9492.400390625,9445.472
2005-04-08,9479.599609375,9451.545
2005-04-11,9485.0,9456.909
2005-04-12,9480.0,9461.355
2005-04-13,9479.599609375,9464.429
2005-04-14,9512.400390625,9467.305
2005-04-15,9526.2001953125,9472.102
2005-04-18,9562.0,9478.14
2005-04-19,9562.0,9486.257
2005-04-20,9564.0,9495.211
2005-04-21,9675.0,9502.486
2005-04-22,9672.0,9518.709
2005-04-25,9740.0,9536.542
2005-04-26,9676.7001953125,9558.021
2005-04-27,9550.099609375,9575.509
2005-04-28,9565.900390625,9581.282
2005-04-29,9555.0,9582.357
2005-05-02,9520.7001953125,9581.176
2005-05-03,9519.2998046875,9576.568
2005-05-04,9505.0,9570.084
2005-05-05,9503.900390625,9563.794
2005-05-06,9482.0,9556.075
2005-05-09,9473.5,9548.065
2005-05-10,9448.0,9538.314
2005-05-11,9448.0,9527.551
2005-05-12,9465.0,9516.427
2005-05-13,9473.599609375,9507.469
2005-05-16,9460.5,9500.574
2005-05-17,9420.0,9492.725
2005-05-18,9422.0,9483.513
2005-05-19,9437.400390625,9473.345
2005-05-20,9437.0,9465.143
2005-05-23,9455.0,9457.405
2005-05-24,9467.0,9451.849
2005-05-25,9466.900390625,9449.238
2005-05-26,9481.599609375,9448.324
2005-05-27,9468.599609375,9447.819
2005-05-30,9480.5,9446.497
2005-05-31,9508.0,9446.512
2005-06-01,9562.2998046875,9449.631
2005-06-02,9565.0,9457.5625
2005-06-03,9576.900390625,9466.851
2005-06-06,9576.900390625,9477.63
2005-06-07,9532.7001953125,9487.699
2005-06-08,9583.099609375,9494.636
2005-06-09,9615.0,9503.55
2005-06-10,9586.900390625,9514.96
2005-06-13,9610.0,9525.458
2005-06-14,9605.0,9536.138
2005-06-15,9592.0,9546.615
2005-06-16,9621.599609375,9554.675
2005-06-17,9584.900390625,9563.065
2005-06-20,9657.599609375,9569.973
2005-06-21,9648.0,9579.357
2005-06-22,9645.0,9590.03
2005-06-23,9637.2001953125,9597.549
2005-06-24,9638.7998046875,9602.511
2005-06-27,9649.599609375,9608.352
2005-06-28,9695.599609375,9613.887
2005-06-29,9693.2001953125,9621.897
2005-06-30,9753.400390625,9630.371
2005-07-01,9792.900390625,9642.607
2005-07-04,9855.0,9658.495
2005-07-05,9872.0,9678.767
2005-07-06,9772.0,9703.428
2005-07-07,9785.2001953125,9719.632
2005-07-08,9789.5,9732.674
2005-07-11,9743.7998046875,9743.912
2005-07-12,9750.0,9749.071
2005-07-13,9784.599609375,9751.935
2005-07-14,9792.599609375,9756.821
2005-07-15,9777.5,9763.452
2005-07-18,9784.599609375,9768.683
2005-07-19,9780.7998046875,9773.209
2005-07-20,9813.0,9777.252
2005-07-21,9758.400390625,9783.228
2005-07-22,9778.5,9784.959
2005-07-25,9810.0,9786.567
2005-07-26,9805.2001953125,9789.979
2005-07-27,9830.0,9794.051
2005-07-28,9830.0,9799.697
2005-07-29,9798.7998046875,9805.329
2005-08-01,9780.0,9808.14
2005-08-02,9738.7998046875,9807.781
2005-08-03,9737.2998046875,9802.394
2005-08-04,9710.5,9795.232
2005-08-05,9733.900390625,9785.957
2005-08-08,9773.7001953125,9778.261
2005-08-09,9785.0,9774.46
2005-08-10,9762.0,9773.885
2005-08-11,9780.0,9772.504
2005-08-12,9793.0,9772.404
2005-08-15,9875.0,9774.07
2005-08-16,9890.0,9782.721
2005-08-17,9895.0,9795.172
2005-08-18,9965.099609375,9808.339
2005-08-19,9981.5,9826.709
2005-08-22,10000.0,9847.436
2005-08-23,10048.0,9869.22
2005-08-24,10260.0,9893.65
2005-08-25,10318.0,9935.725
2005-08-26,10393.0,9988.064
2005-08-29,10730.0,10046.524
2005-08-30,10289.0,10131.038
2005-08-31,9929.099609375,10186.111
2005-09-01,10153.0,10193.168
2005-09-02,10353.0,10201.193
2005-09-05,10285.0,10225.282
2005-09-06,10526.0,10246.506
2005-09-07,10369.0,10286.257
2005-09-08,10340.0,10319.36
2005-09-09,10182.0,10345.847
2005-09-12,10079.0,10350.737
2005-09-13,10080.0,10337.055
2005-09-14,10000.0,10317.632
2005-09-15,10034.0,10290.63
2005-09-16,10145.0,10267.394
2005-09-19,10145.0,10252.92
2005-09-20,10222.0,10240.814
2005-09-21,10225.0,10238.931
2005-09-22,10318.0,10240.979
2005-09-23,10221.0,10251.355
2005-09-26,10205.0,10256.868
2005-09-27,10268.0,10257.713
2005-09-28,10365.0,10261.315
2005-09-29,10315.0,10274.803
2005-09-30,10286.0,10286.431
2005-10-03,10295.0,10293.48
2005-10-04,10186.0,10298.495
2005-10-05,9997.900390625,10294.282
2005-10-06,10025.0,10270.92
2005-10-07,10026.0,10243.592
2005-10-10,10068.0,10216.447
