Date,Close,Close_Forecast
2021-04-02,14553.0,14468.19
2021-04-05,14518.0,14481.328
2021-04-06,14529.2001953125,14489.893
2021-04-07,14460.2998046875,14497.6
2021-04-08,14641.0,14491.189
2021-04-09,14660.7001953125,14505.839
2021-04-12,14558.0,14527.512
2021-04-13,14611.900390625,14536.029
2021-04-14,14621.099609375,14546.917
2021-04-15,14673.7998046875,14554.129
2021-04-16,14616.0,14565.839
2021-04-19,14558.0,14574.522
2021-04-20,14570.0,14575.9375
2021-04-21,14543.2001953125,14578.001
2021-04-22,14564.2001953125,14573.973
2021-04-23,14606.599609375,14568.86
2021-04-26,14518.0,14571.381
2021-04-27,14459.599609375,14565.346
2021-04-28,14516.400390625,14556.0
2021-04-29,14519.0,14550.08
2021-04-30,14439.7001953125,14538.536
2021-05-03,14438.0,14523.423
2021-05-04,14399.099609375,14512.045
2021-05-05,14482.5,14495.796
2021-05-06,14399.5,14492.374
2021-05-07,14283.7998046875,14471.978
2021-05-10,14278.0,14442.793
2021-05-11,14189.599609375,14420.184
2021-05-12,14220.0,14391.276
2021-05-13,14347.0,14365.881
2021-05-14,14300.2998046875,14353.521
2021-05-17,14191.0,14338.021
2021-05-18,14344.5,14316.383
2021-05-19,14362.2998046875,14320.539
2021-05-20,14389.7001953125,14319.185
2021-05-21,14397.2998046875,14320.7705
2021-05-24,14348.0,14325.245
2021-05-25,14365.0,14328.114
2021-05-26,14371.400390625,14334.432
2021-05-27,14310.0,14339.554
2021-05-28,14318.0,14331.505
2021-05-31,14278.0,14327.926
2021-06-01,14247.5,14325.358
2021-06-02,14251.5,14321.037
2021-06-03,14290.7001953125,14311.166
2021-06-04,14360.0,14304.162
2021-06-07,14288.0,14311.041
2021-06-08,14246.5,14308.26
2021-06-09,14281.0,14301.06
2021-06-10,14300.0,14299.661
2021-06-11,14248.5,14297.411
2021-06-14,14182.0,14287.784
2021-06-15,14267.5,14275.984
2021-06-16,14280.2998046875,14276.028
2021-06-17,14466.5,14277.533
2021-06-18,14554.7001953125,14298.02
2021-06-21,14368.0,14324.714
2021-06-22,14388.7998046875,14332.38
2021-06-23,14495.0,14344.176
2021-06-24,14413.2998046875,14367.261
2021-06-25,14511.2001953125,14369.565
2021-06-28,14418.0,14386.144
2021-06-29,14525.0,14392.562
2021-06-30,14629.099609375,14415.176
2021-07-01,14601.599609375,14445.437
2021-07-02,14581.400390625,14463.594
2021-07-05,14526.0,14477.515
2021-07-06,14495.0,14491.599
2021-07-07,14568.7001953125,14500.095
2021-07-08,14569.2001953125,14514.925
2021-07-09,14618.7001953125,14517.351
2021-07-12,14521.0,14528.877
2021-07-13,14558.5,14534.112
2021-07-14,14542.099609375,14539.148
2021-07-15,14473.0,14542.987
2021-07-16,14563.0,14531.61
2021-07-19,14491.0,14533.128
2021-07-20,14664.5,14531.635
2021-07-21,14620.0,14547.871
2021-07-22,14536.0,14555.125
2021-07-23,14548.7001953125,14548.505
2021-07-26,14486.0,14543.172
2021-07-27,14523.5,14541.397
2021-07-28,14554.0,14538.118
2021-07-29,14462.599609375,14539.219
2021-07-30,14450.0,14523.289
2021-08-02,14456.0,14511.887
2021-08-03,14397.400390625,14505.397
2021-08-04,14349.5,14486.993
2021-08-05,14338.599609375,14468.89
2021-08-06,14385.5,14447.885
2021-08-09,14346.0,14438.265
2021-08-10,14402.099609375,14424.437
2021-08-11,14393.099609375,14414.139
2021-08-12,14395.0,14407.598
2021-08-13,14341.0,14401.581
2021-08-16,14381.0,14389.611
2021-08-17,14363.0,14390.259
2021-08-18,14425.099609375,14381.377
2021-08-19,14454.2001953125,14385.752
2021-08-20,14493.400390625,14391.318
2021-08-23,14446.0,14400.817
