Date,Close,Close_Forecast
2002-03-01 00:00:00+00:00,10100.0,56474.555
2002-03-05 00:00:00+00:00,9985.0,56471.957
2002-03-06 00:00:00+00:00,9955.0,56439.496
2002-03-07 00:00:00+00:00,9943.0,56428.324
2002-03-08 00:00:00+00:00,10015.0,56418.812
2002-03-11 00:00:00+00:00,9945.0,56445.2
2002-03-12 00:00:00+00:00,9970.0,56471.645
2002-03-13 00:00:00+00:00,9975.0,56512.03
2002-03-14 00:00:00+00:00,9967.0,56549.203
2002-03-15 00:00:00+00:00,9995.0,56578.4
2002-03-18 00:00:00+00:00,9970.0,56591.8
2002-03-19 00:00:00+00:00,9965.0,56602.734
2002-03-20 00:00:00+00:00,9892.0,56606.953
2002-03-21 00:00:00+00:00,9870.0,56601.945
2002-03-22 00:00:00+00:00,9825.0,56608.797
2002-03-25 00:00:00+00:00,9705.0,56641.797
2002-03-26 00:00:00+00:00,9575.0,56663.316
2002-03-27 00:00:00+00:00,9660.0,56660.76
2002-03-28 00:00:00+00:00,9825.0,56715.79
2002-04-02 00:00:00+01:00,9770.0,56760.684
2002-04-03 00:00:00+01:00,9803.0,56767.65
2002-04-04 00:00:00+01:00,9655.0,56777.3
2002-04-05 00:00:00+01:00,9585.0,56792.207
2002-04-08 00:00:00+01:00,9547.0,56819.156
2002-04-09 00:00:00+01:00,9665.0,56843.16
2002-04-10 00:00:00+01:00,9580.0,56916.945
2002-04-11 00:00:00+01:00,9550.0,57000.88
2002-04-12 00:00:00+01:00,9545.0,57061.3
2002-04-15 00:00:00+01:00,9395.0,57092.215
2002-04-16 00:00:00+01:00,9433.0,57080.848
2002-04-17 00:00:00+01:00,9430.0,57080.105
2002-04-18 00:00:00+01:00,9390.0,57094.426
2002-04-19 00:00:00+01:00,9320.0,57122.09
2002-04-22 00:00:00+01:00,9352.0,57151.64
2002-04-23 00:00:00+01:00,9430.0,57195.816
2002-04-24 00:00:00+01:00,9325.0,57234.285
2002-04-25 00:00:00+01:00,9370.0,57269.543
2002-04-26 00:00:00+01:00,9305.0,57301.68
2002-04-29 00:00:00+01:00,9325.0,57350.973
2002-04-30 00:00:00+01:00,9330.0,57404.97
2002-05-02 00:00:00+01:00,9340.0,57494.734
2002-05-03 00:00:00+01:00,9310.0,57602.652
2002-05-06 00:00:00+01:00,9289.0,57702.0
2002-05-07 00:00:00+01:00,9290.0,57787.832
2002-05-08 00:00:00+01:00,9290.0,57817.953
2002-05-10 00:00:00+01:00,9285.0,57820.184
2002-05-13 00:00:00+01:00,9277.0,57828.555
2002-05-14 00:00:00+01:00,9270.0,57840.28
2002-05-15 00:00:00+01:00,9240.0,57821.65
2002-05-16 00:00:00+01:00,9150.0,57819.184
2002-05-17 00:00:00+01:00,9090.0,57811.44
2002-05-20 00:00:00+01:00,9040.0,57809.402
2002-05-21 00:00:00+01:00,9035.0,57834.082
2002-05-22 00:00:00+01:00,9065.0,57915.863
2002-05-23 00:00:00+01:00,8945.0,58055.49
2002-05-24 00:00:00+01:00,8957.5,58151.164
2002-05-27 00:00:00+01:00,8905.0,58224.074
2002-05-28 00:00:00+01:00,8867.5,58249.83
2002-05-29 00:00:00+01:00,8850.0,58215.168
2002-05-30 00:00:00+01:00,8843.0,58156.68
2002-05-31 00:00:00+01:00,8697.5,58198.246
